   Z2  A2f    Ex    nmult gmult  
   57  146     6.663    1    4
   59  155    12.280    2    1
   55  142     6.962    1    2
   52  135     6.623    1    1
   47  124    12.437    2    1
   54  136     3.948    0    1
   51  135     5.721    1    4
   53  142    11.851    2    5
   51  132     2.398    0    4
   55  145     8.877    1    2
   52  134     5.625    0    1
   53  136    11.661    1    3
   52  134     1.914    0    2
   52  136    14.828    2    3
   53  134     4.051    0    3
   54  140    17.605    2    3
   53  136     5.495    1    2
   53  139     6.785    1    5
   53  140     7.675    1    5
   55  142     8.350    1    3
   54  141     3.092    0    2
   52  137     6.439    1    2
   54  141     8.040    1    5
   58  151    14.765    2    3
   51  131     7.207    0    2
   53  138     8.041    1    3
   57  147    11.659    1    5
   56  147    12.720    2    3
   56  145    14.126    2    5
   53  139     7.958    1    4
   51  133     3.889    0    2
   50  132     2.728    0    1
   53  136     6.938    1    3
   54  139    11.103    1    2
   53  138     7.768    1    4
   53  138    13.246    1    5
   50  129    15.131    1    4
   51  135     1.596    0    3
   57  149    15.122    2    3
   49  128     5.764    1    1
   50  131    11.511    1    3
   56  147    15.093    3    0
   51  135     7.132    1    2
   52  137    15.692    3    1
   53  141     5.133    0    6
   53  139     7.436    1    4
   56  144    14.228    2    3
   51  131     9.161    1    2
   53  137    11.173    1    3
   58  148    11.225    1    3
   54  139     4.789    0    4
   52  134     6.109    0    1
   56  143     7.786    1    5
   51  133     3.908    0    2
   56  144    12.196    2    2
   54  142    19.155    2    6
   53  137     2.447    0    7
   52  133     8.180    1    2
   55  146    12.022    1    4
   56  145    13.164    2    2
   51  136     6.103    1    1
   56  145     2.951    0    7
   53  138    15.822    2    5
   56  147    11.500    1    7
   56  147    10.214    1    6
   55  144     7.587    1    2
   51  133     8.205    0    3
   57  149    19.020    2    6
   58  150    14.068    2    4
   52  137    14.871    2    6
   50  132     5.922    0    1
   51  133    10.280    1    4
   51  132     9.653    1    3
   53  138    10.029    2    1
   56  146    21.083    3    3
   52  137    10.498    2    2
   59  151     9.821    1    2
   53  140    10.880    1    3
   55  143     7.731    1    3
   52  133     7.014    1    1
   52  136    13.965    2    2
   55  143    13.175    2    2
   52  134     6.014    0    2
   55  144    12.743    1    5
   60  155    13.031    2    1
   59  155    14.303    2    4
   55  144     9.483    1    4
   53  136     3.509    0    4
   54  144    11.247    2    3
   54  139     6.527    1    3
   49  130    12.028    1    6
   58  150     9.958    1    4
   49  126     8.742    1    2
   51  131     5.899    0    2
   50  133    10.086    1    1
   57  145     8.302    1    5
   54  141     9.520    1    5
   52  134     3.042    0    1
   55  144    10.177    1    2
   52  132     1.915    0    2
   48  126    18.687    2    4
   59  151     8.877    1    4
   51  134    11.714    1    2
   52  136     8.010    1    2
   50  131    14.785    2    3
   54  139     8.130    1    5
   52  138     7.735    1    2
   54  140     9.181    1    1
   54  138     9.167    1    1
   53  141     6.969    1    1
   53  140    13.729    2    1
   55  144     9.392    1    4
   53  140     5.915    1    6
   50  130     9.327    1    2
   55  141    11.182    1    4
   56  146     6.877    1    2
   53  139    17.066    2    4
   56  143     7.256    1    3
   52  136     3.622    0    3
   54  142     8.328    1    3
   53  139     9.517    2    1
   51  132     7.799    1    2
   57  148    20.873    3    3
   60  154    11.495    1    5
   54  138    11.663    1    2
   52  137    16.423    3    1
   57  145    10.886    1    3
   51  134    10.277    1    1
   57  143     6.651    1    0
   58  148     8.664    1    5
   56  144     2.136    0    4
   51  135     1.587    0    1
   60  155    10.603    1    9
   56  145    10.256    1    4
   57  144     2.989    0    2
   51  133    10.609    1    4
   53  138     6.054    1    3
   52  137     9.089    2    1
   54  140    14.951    2    3
   54  142    10.016    1    4
   53  139    12.437    2    3
   55  144     3.919    0    5
   53  138     8.638    1    2
   56  143     7.182    1    4
   53  134     3.642    0    4
   50  134     8.270    2    1
   52  137    11.017    2    3
   54  140    10.462    2    1
   54  140    17.390    2    4
   56  145     8.484    1    5
   51  135    12.928    2    1
   53  138    13.317    1    2
   49  126    12.131    1    3
   50  131     7.009    1    1
   56  146     6.507    0    8
   52  135     7.659    1    3
   50  131     6.540    1    1
   52  135     8.596    1    1
   57  147    12.077    2    3
   54  140     9.993    1    2
   53  139     6.098    0    7
   54  142     8.211    1    5
   57  146     6.491    1    2
   58  150    12.013    2    3
   56  143    10.579    1    7
   53  134     8.366    1    2
   60  155    18.234    2    5
   54  136     5.865    0    2
   56  148     4.753    0    6
   54  139    13.688    2    2
   53  138    16.868    2    3
   51  133    12.190    1    4
   53  136     4.343    0    8
   51  133     7.990    1    1
   56  147    16.335    2    8
   57  151    10.975    1    4
   49  129     7.668    0    5
   55  144    14.194    2    4
   53  139     6.396    1    1
   51  133     8.279    1    1
   54  139    10.343    1    2
   56  143    14.848    2    6
   54  140    10.191    2    1
   53  139    13.367    2    6
   51  133     4.193    0    1
   58  155    12.736    2    4
   53  136     1.442    0    2
   57  149     3.528    0    8
   53  139     1.463    0    3
   55  143     2.179    0    2
   53  137     7.982    1    2
   55  142     8.527    1    3
   59  153    16.752    2    5
   54  143    19.421    3    2
   60  154    17.496    2    9
   52  137     5.448    1    4
   55  142    13.070    1    5
   49  132     4.542    1    4
   51  134     5.945    1    2
   54  141    19.243    3    1
   54  139     3.137    0    4
   55  142    10.580    1    4
   50  131     4.581    0    2
   56  146     9.520    1    6
   56  143    12.330    1    5
   55  145    13.860    2    5
   60  152     6.809    0   10
   53  139     1.890    0    4
   55  142    11.680    1    5
   53  138     9.372    1    3
   56  149    16.790    2    8
   53  138    11.220    2    5
   54  141    12.609    2    1
   57  150    16.584    2    3
   52  137     2.543    0    3
   54  140     7.401    1    3
   53  136    11.799    1    3
   56  147    14.051    2    5
   55  142     4.996    1    2
   55  140     4.951    1    1
   51  131    12.147    1    7
   52  135    14.534    2    1
   53  138     4.237    0    7
   54  142    11.082    2    3
   56  147     7.495    1    4
   59  155    16.324    2    4
   49  129     7.959    1    1
   52  133    10.632    1    2
   51  135    14.144    2    2
   54  141     9.504    1    5
   53  136     7.061    1    2
   55  143    14.338    2    6
   51  135     5.747    1    2
   52  136     9.346    1    2
   51  133     7.255    0    2
   49  128     5.094    0    4
   55  144    15.940    2    5
   53  138     8.792    1    4
   56  147     7.397    1    4
   53  138     6.024    1    5
   56  145    13.833    2    6
   52  136    14.006    2    1
   55  142     4.821    1    1
   57  150    13.896    2    3
   53  135     4.071    0    2
   50  131    13.105    1    2
   55  143    12.478    2    2
   53  138    10.200    1    3
   51  135     9.004    2    1
   49  127    15.548    1    4
   54  138     2.248    0    3
   55  141     9.878    1    3
   54  139     9.955    1    5
   53  136     1.426    0    3
   53  136     4.919    1    1
   57  147    15.983    2    4
   55  144    12.613    1    4
   52  137    14.737    3    1
   56  142     1.717    0    3
   52  133     4.161    0    4
   53  137     8.128    1    3
   57  148     5.944    1    2
   52  137     8.508    1    2
   57  148     8.460    1    3
   50  131     4.601    0    2
   51  135     5.713    1    2
   55  143    15.360    2    8
   54  140    13.596    2    1
   54  141     6.663    1    4
   53  137    13.321    2    2
   58  150    13.822    1    7
   57  147    10.309    1    8
   56  149    12.640    2    3
   54  141     9.490    1    9
   52  138     7.041    0    7
   53  137     1.462    0    2
   51  135     3.997    0    3
   57  147     6.896    1    2
   50  128    14.935    1    4
   57  149    12.694    2    2
   54  138     6.423    1    1
   52  138     9.002    1    5
   48  125    16.633    1    8
   55  142     5.366    1    2
   50  133     6.004    1    1
   58  152    14.746    2    6
   55  143     8.958    1    2
   54  144    14.265    2    5
   55  143    14.634    2    2
   51  132    11.220    1    2
   55  140    10.609    1    5
   53  137    14.407    2    1
   50  133    15.748    1    2
   56  150     6.799    1    3
   54  137     4.498    1    1
   53  135     4.315    0    4
   48  125    14.378    1   12
   54  139     3.221    0    2
   54  141    16.382    2    2
   53  139     6.961    1    1
   51  133     7.042    0    3
   54  142    14.290    2    3
   51  132     4.552    0    4
   51  134    12.851    1    3
   53  138     7.402    1    3
   56  143     6.747    0    7
   51  132     9.178    1    2
   53  136     9.481    1    1
   52  136    11.599    2    1
   52  136     9.870    2    1
   59  149     8.697    1    3
   54  141     5.764    1    3
   56  145     2.122    0    2
   54  139    10.016    2    1
   54  139    11.772    2    1
   51  134     7.941    1    1
   51  134     6.882    1    2
   54  141    10.790    1    4
   54  142     9.665    1    5
   52  137    11.698    2    3
   51  134     1.276    0    2
   55  145    15.164    2    3
   55  143     6.189    1    3
   50  132     5.050    0    1
   54  141     8.185    1    3
   53  136     4.588    1    1
   55  139     4.656    0    4
   53  138     4.707    1    3
   55  144    11.536    2    3
   57  152    14.887    3    1
   51  135    14.109    2    2
   49  128    11.526    1    2
   58  150    15.106    2    4
   50  131    13.609    1    2
   56  147     8.643    1    6
   53  140    10.410    2    1
   59  152     7.810    1    7
   52  132     8.852    1    1
   55  142     3.310    0    4
   57  151    10.846    1    5
   53  139     6.348    1    1
   57  147    17.167    2    6
   54  141     2.807    0    3
   52  136     8.781    2    1
   61  158    18.302    2    4
   54  141    18.237    3    3
   59  152    10.635    1    3
   51  133    10.954    1    6
   52  135    11.947    1    4
   53  138    11.815    2    5
   55  142     6.818    1    2
   54  143     6.394    1    4
   61  158     6.148    1    4
   53  140     5.051    1    2
   53  138     6.125    1    2
   53  139    15.890    2    3
   54  138    11.224    1    3
   51  134     7.990    1    2
   53  137    10.616    1    5
   55  142    12.616    2    1
   53  138     8.013    1    3
   52  134    16.053    2    1
   53  134     6.582    1    1
   51  136     7.219    1    2
   54  137    10.421    1    4
   56  147    11.277    2    1
   52  137    11.681    2    1
   55  142    14.063    2    3
   53  139    10.915    2    1
   54  140    11.963    2    2
   56  147    14.503    1    5
   53  139    13.616    2    4
   54  140     6.433    1    1
   55  143    14.666    2    4
   52  136     7.876    1    2
   61  162     5.103    1    1
   50  130    12.238    1    7
